eRT,Store,RPC,ProductName,Category,Brand,Segment1,Segment2,Segment3,Segment4,Segment5,Segment6,First POS date,Last POS date,Pantry_flg,Unset_flg,Memo
Amazon,Amazon.co.jp,B00DVDIRTE,ブラウン シリーズ7 メンズシェーバー 3枚刃 720s-7,BMG,Braun,Shaver,Premium,S7,,,,2015-07-01,2017-11-12,Non-Pantry,,
