eRT,Store,RPC,ProductName,Category,Brand,Segment1,Segment2,Segment3,Segment4,Segment5,Segment6,First POS date,Last POS date,Pantry_flg,Unset_flg,Memo
Amazon,Amazon.co.jp,B01A50N3UI,ヴィーナス 女性用カミソリ スワール 本体,B&R,Venus,Razor,Swirl,Swirl,,,,2016-01-01,2018-03-15,Non-Pantry,,
